Category,Gender,Color,Size,PriceCategory,Price_USD,UnitsSold,SalesCategory
Bottom,Men,Black,XS,Medium,134.2229694045218,201.5754641166953,Moderate Seller
Accessory,Unisex,Pink,XL,Low,92.7460118291463,48.975819411040675,Slow Mover
Top,Unisex,Pink,XL,Medium,46.069529303663316,110.18893473975454,Moderate Seller
Dress,Men,Beige,S,Medium,50.859837663702244,541.2257418901231,Hot Seller
Outerwear,Women,White,M,Medium,91.59528258648422,94.84474539601568,Slow Mover
Dress,Unisex,Black,L,Medium,82.80328901943867,274.82948155194475,Moderate Seller
Top,Men,White,M,Medium,52.08640281740665,226.9108441862191,Moderate Seller
Dress,Women,Pink,L,Low,28.13715653229883,161.30062355559716,Moderate Seller
Accessory,Unisex,Red,S,High,40.84877875172691,278.6568576402395,Moderate Seller
Accessory,Men,Black,S,Low,16.523587735215536,358.08722425692514,Hot Seller
Accessory,Men,Beige,XS,High,88.03090623914704,35.51127762796489,Slow Mover
Top,Unisex,Beige,L,Low,85.38640743601181,319.79986161443213,Hot Seller
Bottom,Unisex,White,XL,Low,103.3720455917958,182.74181674967033,Moderate Seller
Top,Women,Black,S,High,107.5747622457352,355.6164988183805,Hot Seller
Dress,Women,Gray,S,High,73.5599235763462,164.3528087737107,Moderate Seller
Accessory,Men,Gray,XL,Low,82.49202249916388,216.35352450565583,Moderate Seller
Top,Men,Black,M,Medium,127.35326636781181,164.85855750073154,Moderate Seller
Top,Men,Pink,S,High,48.9069798304642,161.78103345187452,Moderate Seller
Accessory,Unisex,Green,S,Low,57.64820093456744,126.10541652432727,Moderate Seller
Bottom,Men,Gray,L,High,30.29051202622101,225.84886936172217,Moderate Seller
Bottom,Men,Beige,S,Medium,50.84954859487999,116.79952827867214,Moderate Seller
Bottom,Women,Green,S,Medium,15.0,210.2091573966104,Moderate Seller
Accessory,Women,Green,XS,Medium,57.68297695352944,264.27538187479877,Moderate Seller
Bottom,Men,Blue,XS,Low,20.83118652346114,249.88923154237693,Moderate Seller
Top,Women,Red,M,High,112.66501245767637,348.5785420064319,Hot Seller
Top,Unisex,Red,L,High,116.63611631994092,229.1760114198663,Moderate Seller
Top,Men,Red,XL,Low,94.53836840221996,10.0,Slow Mover
Bottom,Women,Black,L,Medium,59.95264593009622,451.8207981136028,Hot Seller
Accessory,Unisex,Green,L,Medium,15.0,415.1641273410539,Hot Seller
Top,Unisex,Pink,XS,High,15.0,157.30238014279632,Moderate Seller
Dress,Women,Red,L,High,61.90642027700407,124.26873730767548,Moderate Seller
Accessory,Men,Black,XS,Low,94.65529002436972,304.2379944698932,Hot Seller
Top,Men,Green,M,High,118.95410514462552,151.0046572265474,Moderate Seller
Outerwear,Women,Blue,L,Medium,25.861952512679963,194.28366433794682,Moderate Seller
Top,Unisex,Beige,XL,High,129.29544059668274,379.87682900311785,Hot Seller
Outerwear,Men,White,XL,Low,96.92581272009905,245.15623044766096,Moderate Seller
Accessory,Women,Beige,M,Low,74.04564959208172,185.87799691366433,Moderate Seller
Accessory,Women,Red,S,High,17.499434343495928,359.73413084913057,Hot Seller
Accessory,Unisex,Pink,XL,Low,47.337815988742605,332.281475070795,Hot Seller
Bottom,Women,Beige,M,Medium,48.63364098928335,248.82069374449344,Moderate Seller
Top,Men,Gray,M,Medium,40.992830317889734,150.14363969137685,Moderate Seller
Outerwear,Unisex,White,L,Medium,74.30084717526668,435.1256305856001,Hot Seller
Accessory,Unisex,White,XS,Medium,61.43743756044211,191.43578930494417,Moderate Seller
Top,Unisex,Pink,L,High,57.98860283807725,319.742814778851,Hot Seller
Accessory,Men,Red,M,Medium,70.10870503668454,312.4138898909379,Hot Seller
Bottom,Unisex,Gray,L,Low,136.56036146908167,235.78218881597604,Moderate Seller
Top,Men,Green,M,High,37.65100797609162,186.92261785740988,Moderate Seller
Dress,Men,Pink,M,High,29.34373789406358,313.5698108519556,Hot Seller
Accessory,Unisex,Pink,L,High,80.96939792160117,260.7217481633172,Moderate Seller
Bottom,Men,Gray,XL,Low,28.74264267099332,131.24631427441045,Moderate Seller
Outerwear,Men,White,M,Medium,91.84152686407678,231.91990085612824,Moderate Seller
Outerwear,Unisex,Red,XL,Low,54.79819747993968,442.21223127107214,Hot Seller
Dress,Women,Blue,S,High,15.0,131.65600293764246,Moderate Seller
Bottom,Women,Beige,S,High,50.659795815610224,278.27269360714547,Moderate Seller
Accessory,Unisex,Gray,L,Medium,36.60441711693841,99.53471628186749,Slow Mover
Bottom,Unisex,Pink,L,Medium,85.10630233141666,45.818658924217004,Slow Mover
Outerwear,Women,Blue,M,Low,54.93962250249792,336.5543032241494,Hot Seller
Outerwear,Men,Pink,XL,Medium,62.83516040951922,208.690543307023,Moderate Seller
Dress,Men,White,S,Low,18.319719225422986,267.2415727649143,Moderate Seller
Dress,Unisex,Gray,XL,Medium,83.41711551391725,323.43776667868804,Hot Seller
Top,Women,White,M,High,16.798435960223898,171.678372269099,Moderate Seller
Bottom,Men,Blue,M,High,20.68474705484448,277.99777782991475,Moderate Seller
Outerwear,Unisex,Gray,L,High,82.227413056598,425.42580095915844,Hot Seller
Bottom,Women,Beige,M,Low,24.926830794493796,501.72135222797823,Hot Seller
Outerwear,Unisex,White,XS,Low,88.59446983635303,70.61385647123444,Slow Mover
Dress,Women,Black,S,High,48.08352857487509,94.89710398528861,Slow Mover
Dress,Unisex,White,M,High,75.78123718789253,147.34517788070787,Moderate Seller
Accessory,Women,Gray,S,Medium,46.97663728860398,180.39169655876285,Moderate Seller
Bottom,Women,Pink,M,High,80.9434652323223,74.00062698221632,Slow Mover
Outerwear,Unisex,White,XL,Low,93.45917662596362,10.0,Slow Mover
Top,Women,Green,S,High,100.5229729836572,220.59566539748067,Moderate Seller
Top,Unisex,White,L,Low,69.72508868191856,322.30311337288873,Hot Seller
Dress,Women,Gray,M,Low,49.44216043400993,230.23367056126392,Moderate Seller
Top,Unisex,Black,XS,High,75.64949605867963,132.35429240397607,Moderate Seller
Dress,Unisex,Beige,L,High,85.56309165406964,378.67738125467,Hot Seller
Bottom,Women,Black,XS,Low,81.11082631188151,354.7427589411609,Hot Seller
Accessory,Women,Beige,S,Low,77.44565551783072,104.24784413923778,Moderate Seller
Dress,Men,Green,XS,High,65.76777115965538,337.99961958516127,Hot Seller
Outerwear,Men,Blue,XL,High,113.10568011214622,271.4751781186703,Moderate Seller
Outerwear,Unisex,Red,M,Medium,82.09866089904087,85.93134927892282,Slow Mover
Accessory,Women,Beige,M,High,15.0,332.33962511946964,Hot Seller
Top,Unisex,Beige,XL,Low,71.02014967117718,168.87179694028728,Moderate Seller
Outerwear,Men,Beige,XL,High,126.35387184334331,99.15701626042895,Slow Mover
Dress,Unisex,Beige,XL,High,60.11175945218216,138.62490077189372,Moderate Seller
Outerwear,Women,Black,M,Low,55.06037580171294,48.46045629459067,Slow Mover
Dress,Men,Pink,XL,Medium,77.37889013971856,325.8396556785664,Hot Seller
Top,Unisex,Gray,XS,Medium,81.8292635675063,94.78568784196737,Slow Mover
Outerwear,Unisex,White,M,Medium,49.57734945415967,151.24477464828996,Moderate Seller
Accessory,Women,Red,L,Low,85.85206110907099,211.94386797223447,Moderate Seller
Top,Women,Green,XS,Low,55.78910126769303,297.09121850910634,Moderate Seller
Dress,Women,Red,L,Medium,65.5837561717665,138.75313043181697,Moderate Seller
Outerwear,Men,Red,S,Low,97.25501493753774,10.0,Slow Mover
Dress,Men,White,XS,Medium,149.12698446229405,250.59836042345077,Moderate Seller
Dress,Unisex,Green,L,High,99.46200043441601,281.59879044856723,Moderate Seller
Top,Men,Red,L,High,110.39120326140407,146.70145900373768,Moderate Seller
Top,Men,Blue,XL,High,46.26522536661922,10.687865682521476,Slow Mover
Bottom,Men,White,XL,Low,85.39421974016173,347.3830418263207,Hot Seller
Top,Unisex,Gray,L,High,40.912173877861385,389.35460655234965,Hot Seller
Top,Women,Green,M,Medium,83.83190159664852,312.4083526894589,Hot Seller
Dress,Unisex,Blue,L,Medium,63.50075892423419,192.0158354772264,Moderate Seller
Bottom,Women,Red,S,High,19.022119372887282,159.08419117749435,Moderate Seller
Bottom,Women,Red,XS,High,90.14769100990675,238.80145757033065,Moderate Seller
Bottom,Women,Black,XL,Low,47.87918645327595,433.4802220801596,Hot Seller
Top,Women,Blue,M,Low,118.19956653770015,10.0,Slow Mover
Outerwear,Men,Pink,S,Low,82.56457718942016,227.85977150849965,Moderate Seller
Accessory,Women,Pink,L,Low,93.91455565939947,133.30660794817177,Moderate Seller
Dress,Men,Pink,L,Medium,60.3007128586099,264.1690167845052,Moderate Seller
Outerwear,Men,Pink,XL,Low,81.79672644088299,285.03330195624915,Moderate Seller
Bottom,Women,Beige,M,Low,93.22170950478215,175.82343088870473,Moderate Seller
Top,Unisex,Red,XS,Low,120.78755926918919,10.0,Slow Mover
Bottom,Unisex,Beige,S,High,19.50587423846639,10.0,Slow Mover
Top,Men,Green,M,Low,36.29637939992637,200.75788557145228,Moderate Seller
Top,Women,Red,L,Low,69.91445643581855,209.8720734604992,Moderate Seller
Accessory,Women,Black,S,Medium,128.8404849484768,293.2835210723222,Moderate Seller
Bottom,Men,Gray,XS,Low,66.26860558933596,232.08901578760046,Moderate Seller
Bottom,Men,Black,XS,High,96.22265902367752,38.622887089058594,Slow Mover
Outerwear,Women,Red,L,Medium,55.99129379670041,299.0794224588357,Moderate Seller
Outerwear,Men,Blue,XS,Low,68.51173988535228,299.26472009756264,Moderate Seller
Top,Women,Blue,XL,High,70.12209639753306,108.18607562233824,Moderate Seller
Accessory,Women,White,L,Medium,70.51353298848547,134.84161531124607,Moderate Seller
Top,Men,Beige,XL,High,142.34799460896164,239.64623682138006,Moderate Seller
Dress,Unisex,Pink,XS,High,42.0965992734252,503.22597474050144,Hot Seller
Top,Women,Green,XS,High,65.75863347398368,316.0296354423029,Hot Seller
Outerwear,Men,Red,M,High,75.82520125921083,10.0,Slow Mover
Bottom,Unisex,White,XL,Medium,83.9166078849588,10.0,Slow Mover
Accessory,Women,Black,XL,Medium,97.85873695733919,194.52572259764858,Moderate Seller
Top,Unisex,Red,XS,Low,111.32702379887529,102.75430082758439,Moderate Seller
Outerwear,Unisex,White,XL,High,90.10565858136906,352.9597583255736,Hot Seller
Top,Men,White,XL,Medium,42.16096415003862,205.4381594702987,Moderate Seller
Accessory,Unisex,Pink,S,Low,46.77472796239763,274.1016393046998,Moderate Seller
Bottom,Unisex,Pink,XS,Low,67.37727651151812,250.5793960210234,Moderate Seller
Dress,Unisex,Beige,S,Medium,58.70924593337327,141.2855163002685,Moderate Seller
Bottom,Men,Gray,L,Low,46.65025473882573,10.0,Slow Mover
Bottom,Unisex,Red,L,Medium,65.66886051931401,458.45016523691237,Hot Seller
Dress,Men,Green,M,High,27.54264666683411,176.33267004461786,Moderate Seller
Accessory,Women,Green,M,Low,66.94531404635204,164.3078715269029,Moderate Seller
Bottom,Women,Gray,XS,Low,15.0,115.08462261734388,Moderate Seller
Outerwear,Men,Gray,XS,Low,58.16579562224987,366.6486206981514,Hot Seller
Accessory,Unisex,Beige,S,High,50.04226180710402,49.542965708536485,Slow Mover
Outerwear,Unisex,Red,M,Medium,88.10659457314259,296.38378800944224,Moderate Seller
Outerwear,Women,Gray,L,Medium,69.01780281674058,291.3765203402063,Moderate Seller
Accessory,Men,Pink,M,High,111.68168168248391,167.18795663826944,Moderate Seller
Outerwear,Unisex,Red,S,Medium,15.0,188.51699599901764,Moderate Seller
Dress,Unisex,Green,L,High,38.134525866993116,337.2323752169581,Hot Seller
Outerwear,Unisex,Gray,L,Medium,53.766132002186524,196.1618215528289,Moderate Seller
Top,Men,Gray,L,Low,97.66153216839173,198.56803646735517,Moderate Seller
Dress,Men,Red,XS,Medium,64.02425966229156,121.31815822221095,Moderate Seller
Top,Men,Black,XS,Low,62.789892435627756,320.52653237008246,Hot Seller
Accessory,Men,Green,M,High,111.514703664829,274.42669320405423,Moderate Seller
Top,Women,Green,M,Medium,33.751056465903424,265.80066949447007,Moderate Seller
Top,Women,Red,M,Low,47.65123293692993,218.31424748200595,Moderate Seller
Accessory,Men,Beige,M,Medium,71.77021865230995,217.26321329448547,Moderate Seller
Top,Women,White,S,Low,86.42012182553725,296.1105016337726,Moderate Seller
Outerwear,Unisex,Black,M,High,77.45173409430105,254.46335028404866,Moderate Seller
Dress,Women,Black,XL,Low,43.482445110438505,146.31936700304112,Moderate Seller
Dress,Women,Red,XL,Low,59.25067770195891,425.1095580033535,Hot Seller
Top,Women,Green,XS,Low,92.8555254039135,273.6849391852731,Moderate Seller
Dress,Women,White,M,High,128.77922046981655,373.511808079877,Hot Seller
Dress,Men,Black,XL,Low,59.54335572490578,337.51180261993886,Hot Seller
Accessory,Unisex,Red,XS,Medium,72.9419994590757,273.3312414854648,Moderate Seller
Outerwear,Women,Beige,XS,Medium,88.7073139718387,202.48853050803592,Moderate Seller
Top,Women,White,XL,Low,82.810320397797,225.13156101973945,Moderate Seller
Bottom,Women,Beige,S,Low,49.652105816605015,225.0869459761891,Moderate Seller
Accessory,Men,Beige,M,High,23.678835027374113,142.6783508107534,Moderate Seller
Bottom,Men,Red,XS,Low,64.15947672944515,304.79593265245205,Hot Seller
Accessory,Unisex,Pink,S,Low,43.00650805223286,216.48677504657732,Moderate Seller
Outerwear,Unisex,Pink,XS,Medium,59.16059568016373,360.58068531363824,Hot Seller
Outerwear,Men,Pink,S,High,49.99566708174497,171.86500456304208,Moderate Seller
Top,Unisex,White,XL,Low,53.09064828898934,56.26786248206136,Slow Mover
Accessory,Women,Black,L,Low,43.62703601677159,229.07008156996292,Moderate Seller
Bottom,Unisex,Black,L,High,40.45581597930202,10.0,Slow Mover
Outerwear,Women,Black,XL,Medium,64.32988334847116,347.6894776530009,Hot Seller
Top,Women,Blue,S,Low,50.73805564014204,231.22695934445446,Moderate Seller
Outerwear,Men,Pink,XS,Low,57.954082493146906,267.5641957608625,Moderate Seller
Accessory,Women,Pink,L,High,56.61760888256859,270.27030475774814,Moderate Seller
Bottom,Unisex,Pink,L,Medium,96.61847442667978,196.19676874085957,Moderate Seller
Top,Unisex,White,XL,Medium,18.51852787655899,53.53834955533398,Slow Mover
Bottom,Women,Blue,M,Medium,15.0,254.06612223687333,Moderate Seller
Top,Men,Beige,S,Low,69.46647208954363,39.20543267577989,Slow Mover
Top,Women,Gray,M,High,31.82157300397884,280.36260173874217,Moderate Seller
Top,Unisex,White,XS,Medium,15.0,367.58270204345274,Hot Seller
Dress,Men,Gray,S,Medium,17.308339439804506,27.60539705621079,Slow Mover
Outerwear,Unisex,White,XS,Medium,15.0,77.3235678433935,Slow Mover
Top,Men,Blue,XL,Low,86.54394469060217,437.77895105341975,Hot Seller
Accessory,Unisex,Pink,S,Low,62.464178951187,39.99085815948797,Slow Mover
Bottom,Women,Blue,S,Medium,63.58975689577933,10.0,Slow Mover
Accessory,Unisex,Blue,S,Low,83.44693812087843,427.1452930691845,Hot Seller
Bottom,Unisex,Green,XL,Medium,47.08769843489762,70.78182626909512,Slow Mover
Dress,Unisex,Gray,S,Medium,85.88654325935136,78.60437379473629,Slow Mover
Bottom,Men,Green,S,Low,70.7968676121321,267.885594813655,Moderate Seller
Bottom,Men,Blue,XS,Low,79.8946459725027,10.0,Slow Mover
Accessory,Women,Beige,XS,Low,25.915836085836283,249.77675484180926,Moderate Seller
Bottom,Unisex,Red,L,Low,20.24973654498757,325.43420543918774,Hot Seller
Bottom,Men,Beige,S,Medium,63.73301576661054,168.51562706898514,Moderate Seller
Outerwear,Men,Red,XS,Medium,45.98861381916309,442.18592329046385,Hot Seller
Bottom,Men,Beige,S,Low,53.91383594977071,556.9657909051755,Hot Seller
Outerwear,Unisex,Black,S,Low,94.47257816818052,68.48007550957445,Slow Mover
Top,Unisex,Gray,XL,Low,39.56883538531819,10.0,Slow Mover
Top,Men,White,S,Medium,66.6153091265325,532.2203894480836,Hot Seller
Accessory,Women,Black,XS,Low,138.39517892274557,357.2284315267161,Hot Seller
Outerwear,Unisex,Beige,XS,Medium,60.80558087264658,10.0,Slow Mover
Top,Women,Pink,XS,Low,132.65027575420024,10.0,Slow Mover
Bottom,Unisex,Red,M,Low,56.59242849140049,220.22454175700076,Moderate Seller
Dress,Women,Green,M,High,55.95057908713119,265.3053021401711,Moderate Seller
Bottom,Women,Red,XL,Low,66.09869590584071,31.48333272318004,Slow Mover
Accessory,Unisex,Beige,S,High,65.67488682154985,10.0,Slow Mover
Outerwear,Unisex,Green,S,Medium,75.21426047547337,169.7426629405833,Moderate Seller
Dress,Women,Gray,XL,Low,35.08358049439943,183.6870145009434,Moderate Seller
Top,Men,Blue,L,Medium,64.54615466614496,236.74265923103167,Moderate Seller
Outerwear,Women,Pink,S,High,49.734340443591464,149.9058047040821,Moderate Seller
Top,Men,Pink,M,Low,44.25509343809781,451.83403501806896,Hot Seller
Top,Unisex,Black,S,Medium,109.99150203322735,272.7179316600479,Moderate Seller
Accessory,Men,Green,M,Medium,39.94412116389793,122.23950171085045,Moderate Seller
Top,Men,Gray,M,High,96.1964069174007,104.54339111491761,Moderate Seller
Top,Unisex,Pink,M,Medium,64.4321339369167,125.39180613388064,Moderate Seller
Bottom,Unisex,White,M,High,98.09841493428954,107.39000435182436,Moderate Seller
Top,Women,Black,M,High,66.69377429768751,10.0,Slow Mover
Outerwear,Men,White,L,Low,47.75566030430041,139.35935465514746,Moderate Seller
Accessory,Unisex,White,XS,Medium,55.13056067604934,106.37190923261721,Moderate Seller
Outerwear,Women,Blue,XS,High,52.395202096246194,35.46564916175774,Slow Mover
Dress,Women,Blue,M,Low,70.475529903935,74.12443027688988,Slow Mover
Top,Unisex,Beige,XS,High,44.68499546066306,183.4565652142082,Moderate Seller
Top,Unisex,Green,XL,High,19.921394413713976,363.50234122975655,Hot Seller
Outerwear,Women,Pink,M,Medium,71.79632544363426,211.25036330007663,Moderate Seller
Outerwear,Women,Pink,XS,High,121.16384011021725,316.8818905276836,Hot Seller
Top,Unisex,Blue,L,Low,51.4994845834283,153.28673688341252,Moderate Seller
Outerwear,Men,Gray,S,Low,80.71589508419702,57.360371114526345,Slow Mover
Top,Women,Black,XS,Medium,82.64082350909302,165.70714801402207,Moderate Seller
Accessory,Unisex,Red,XL,Medium,48.88648604340298,16.16240739017934,Slow Mover
Top,Women,Black,XS,Medium,67.6038592120986,345.51897568445014,Hot Seller
Top,Unisex,White,S,High,89.0471940727669,102.91844659752239,Moderate Seller
Accessory,Women,Blue,XL,Medium,44.947206924077285,399.81953143599253,Hot Seller
Top,Women,Black,S,Medium,97.34791872242687,353.93685927605793,Hot Seller
Outerwear,Women,Blue,XS,Low,40.351037562420444,255.5972103826017,Moderate Seller
Dress,Unisex,Black,M,High,70.20076554851106,290.6615814430174,Moderate Seller
Outerwear,Unisex,Blue,M,Low,63.81958865036705,306.80385308249436,Hot Seller
Dress,Unisex,Pink,XS,Low,31.30991668407652,240.12947954959608,Moderate Seller
Accessory,Men,Gray,XL,Low,96.05433714580978,206.53555857643545,Moderate Seller
Dress,Women,Beige,L,Low,29.80783589824194,195.7767094959961,Moderate Seller
Accessory,Men,Beige,L,Low,84.27407407556623,166.36605729046008,Moderate Seller
Bottom,Unisex,Gray,M,High,54.436162641052796,37.681414205895976,Slow Mover
Accessory,Unisex,Pink,L,High,65.14631126410579,222.86883799174365,Moderate Seller
Accessory,Women,Green,XL,Low,77.02225723999528,600.0,Hot Seller
Outerwear,Women,Red,M,Low,101.69485514870172,231.41412014815194,Moderate Seller
Dress,Women,Red,M,Medium,35.741514905813716,170.119843657404,Moderate Seller
Accessory,Men,Beige,XS,Medium,58.09762341387555,381.5014298191505,Hot Seller
Outerwear,Women,Green,M,High,78.82994704209194,168.23984338853634,Moderate Seller
Outerwear,Women,Beige,XS,Medium,68.15197878839005,239.67134619913327,Moderate Seller
Accessory,Women,Gray,XS,Medium,54.62271788228594,17.400366028903846,Slow Mover
Dress,Women,Green,XL,Low,112.40140028566208,139.0246227964393,Moderate Seller
Accessory,Women,Blue,XS,Medium,41.22378462104477,372.2091362325648,Hot Seller
Bottom,Women,White,S,Low,39.51377606939708,88.6180738585386,Slow Mover
Top,Unisex,Gray,M,Medium,30.544569542343602,272.02335812170344,Moderate Seller
Dress,Men,Beige,XS,High,80.05792350577799,338.17151345228035,Hot Seller
Accessory,Unisex,Red,M,Medium,86.56970247931079,162.87603619496727,Moderate Seller
Bottom,Men,Black,S,Medium,41.45601626499163,44.153323569600985,Slow Mover
Dress,Men,Gray,S,Low,15.0,293.9396098936329,Moderate Seller
Accessory,Unisex,Pink,M,High,101.76376125848915,334.5857717119053,Hot Seller
Accessory,Women,Beige,S,Low,19.82494829670715,193.99675972740727,Moderate Seller
Accessory,Men,Beige,XS,Medium,48.70648858476449,417.5188129855929,Hot Seller
Accessory,Women,Black,S,Low,39.625745637294045,164.04356686892515,Moderate Seller
Dress,Unisex,Pink,XS,Medium,48.52634848483744,11.786125803915127,Slow Mover
Accessory,Men,Green,XS,High,91.87071658589662,339.80301561290383,Hot Seller
Outerwear,Men,Red,S,Low,69.7042231086519,151.149679085095,Moderate Seller
Outerwear,Unisex,Gray,L,Low,71.53597724436422,10.0,Slow Mover
Dress,Women,Beige,XS,High,39.27373427551808,195.8217725208172,Moderate Seller
Bottom,Women,White,L,High,46.400413025834794,165.6553833619273,Moderate Seller
Dress,Men,Black,XL,Low,42.84164751373447,87.16158532017852,Slow Mover
Dress,Men,White,L,Medium,78.22115680989637,252.09725430384458,Moderate Seller
Dress,Men,White,L,Low,74.00177909799217,31.096075902461678,Slow Mover
Dress,Men,Red,XL,High,70.50508364003794,354.66040565626156,Hot Seller
Top,Women,Black,M,High,61.64827075400841,237.9191386248541,Moderate Seller
Top,Unisex,Green,XS,High,73.76230515435077,268.3746822141966,Moderate Seller
Bottom,Unisex,Red,S,High,52.36760841323901,56.15382386421223,Slow Mover
Bottom,Women,White,XL,High,25.02639489965499,335.8421155047663,Hot Seller
Outerwear,Women,Blue,S,High,65.51296403087332,103.09475916019218,Moderate Seller
Bottom,Unisex,Gray,XL,Low,49.76693984803379,371.7719838154161,Hot Seller
Accessory,Unisex,Beige,M,High,37.27688027558159,506.1445473960962,Hot Seller
Outerwear,Women,White,M,Medium,46.875439845047325,271.9719292069791,Moderate Seller
Outerwear,Women,White,S,Medium,48.31514497030282,10.0,Slow Mover
Outerwear,Unisex,Black,M,High,41.70783278104369,243.6239874334311,Moderate Seller
Outerwear,Men,Black,XL,Low,65.68199072109599,177.6435036427036,Moderate Seller
Outerwear,Men,Green,XL,High,35.776454660072275,125.45999214343766,Moderate Seller
Top,Men,Black,L,Low,114.98350280087162,344.03681451587136,Hot Seller
Top,Women,Gray,S,Medium,37.693583654676885,203.30814713046627,Moderate Seller
Dress,Unisex,Gray,S,High,41.809523608910666,135.8738859975668,Moderate Seller
Dress,Men,Beige,S,Low,81.53588672644996,10.0,Slow Mover
Outerwear,Women,White,S,Medium,55.94389325591599,279.4073653816797,Moderate Seller
Top,Men,Gray,M,Low,46.868904476488694,105.88606010118033,Moderate Seller
Top,Women,White,XL,High,15.0,282.0821849333292,Moderate Seller
Accessory,Women,Gray,XS,High,39.12741444159326,101.28096222549898,Moderate Seller
Dress,Unisex,Pink,XS,Medium,32.51583226220363,211.7512245430408,Moderate Seller
Bottom,Men,Pink,M,High,66.79810389597046,253.91739461097035,Moderate Seller
Accessory,Women,Pink,XL,Medium,101.46033289426255,316.36178703598216,Hot Seller
Dress,Unisex,Pink,XS,Medium,15.0,466.80446847875317,Hot Seller
Bottom,Men,Beige,L,High,49.92470972404732,251.04499651808635,Moderate Seller
Dress,Men,White,S,High,37.12736688567617,202.95441582511557,Moderate Seller
Dress,Men,Beige,XS,Low,39.838935947906904,180.2724053706423,Moderate Seller
Outerwear,Unisex,Green,M,Low,92.47532504990855,287.3757457639456,Moderate Seller
Accessory,Women,White,L,Medium,84.35793226481789,246.3265203700899,Moderate Seller
Bottom,Men,Red,L,Medium,72.09851438337094,392.29102920261954,Hot Seller
Accessory,Men,Black,L,High,95.13589002523227,210.77945484261983,Moderate Seller
Accessory,Men,White,S,High,43.25344870731022,337.7350674834987,Hot Seller
Top,Unisex,Pink,M,Low,129.96934819876753,291.4309873940077,Moderate Seller
Outerwear,Unisex,Blue,L,Medium,82.29800721465404,319.45400159516834,Hot Seller
Top,Women,Green,XS,Medium,63.85946964510965,132.23092921986984,Moderate Seller
Top,Men,Black,XL,Medium,45.83539037251961,10.0,Slow Mover
Accessory,Women,Red,L,Medium,78.82680200603765,445.3704723493339,Hot Seller
Dress,Men,White,S,High,17.68475230886908,351.4913316707381,Hot Seller
Outerwear,Women,Red,S,Medium,74.95560516721378,103.81010488590552,Moderate Seller
Bottom,Men,Green,S,Low,102.68034186869505,478.41230145103333,Hot Seller
Outerwear,Women,Red,S,Low,32.042285303789484,449.4246101408294,Hot Seller
Accessory,Men,Pink,L,High,91.0084122939881,271.0900720935423,Moderate Seller
Bottom,Women,Beige,XS,Medium,61.829093014607054,285.31093967879616,Moderate Seller
Dress,Women,Blue,M,Medium,87.62332259358088,180.60072374890177,Moderate Seller
Bottom,Women,Green,S,Low,80.07222772072888,142.6635793709489,Moderate Seller
Accessory,Women,Black,M,High,80.19176518997655,333.08144748652387,Hot Seller
Accessory,Men,Gray,M,Low,30.637998598857045,245.1813453185982,Moderate Seller
Accessory,Men,Beige,L,Medium,107.15233584296804,133.79089001283148,Moderate Seller
Outerwear,Unisex,Green,XL,Medium,92.99779676520386,81.60086758793759,Slow Mover
Bottom,Men,Black,S,Low,88.573693230858,208.78300287170276,Moderate Seller
Bottom,Unisex,Blue,M,High,15.0,176.64582638424392,Moderate Seller
Dress,Women,White,XL,Medium,69.88478902638352,356.4045668607296,Hot Seller
Bottom,Women,Gray,S,Low,36.72357293385936,184.03375039047015,Moderate Seller
Accessory,Unisex,Green,M,High,90.98214235789018,268.3126080435237,Moderate Seller
Top,Men,Black,S,Low,37.00754996996265,267.6822798062034,Moderate Seller
Top,Women,Blue,M,Medium,117.83237835638903,284.3018567815319,Moderate Seller
Dress,Women,Beige,M,Low,52.39357875827524,31.969497678409397,Slow Mover
Accessory,Women,White,XL,Low,53.16388023564099,322.2027711892792,Hot Seller
Dress,Men,Red,L,High,28.401308662634634,295.6941931792285,Moderate Seller
Dress,Men,Black,XS,High,62.3566423528799,285.26264161803005,Moderate Seller
Accessory,Women,Green,XL,Low,15.0,71.77224413522879,Slow Mover
Accessory,Women,Beige,XL,Low,72.78848780816068,412.2940264374789,Hot Seller
Bottom,Unisex,Red,M,High,131.99575653562601,293.6789723063377,Moderate Seller
Accessory,Unisex,Gray,S,Low,36.613378247429374,576.429505571095,Hot Seller
Accessory,Unisex,Green,M,High,24.64401712673846,243.17433875210122,Moderate Seller
Top,Women,Gray,XL,Medium,106.94859664490006,475.46717295159476,Hot Seller
Bottom,Men,Gray,L,Medium,15.0,288.2641745258943,Moderate Seller
Accessory,Unisex,Blue,L,Low,73.90136879558833,285.650814971867,Moderate Seller
Outerwear,Women,Green,XL,Medium,152.76862055517608,348.43211545989334,Hot Seller
Outerwear,Women,White,M,Low,30.76211141208988,12.955465186950448,Slow Mover
Dress,Unisex,Gray,M,Low,85.56264554921228,251.95936900638364,Moderate Seller
Outerwear,Men,Blue,XS,Low,98.1333578921425,187.58575208144697,Moderate Seller
Bottom,Men,Beige,L,Medium,74.1056382759136,196.29228129011886,Moderate Seller
Bottom,Women,Black,L,Low,98.34750355792139,265.08666838057724,Moderate Seller
Accessory,Women,White,XL,Low,61.13086492074733,308.7824710548374,Hot Seller
Dress,Unisex,Red,XL,Low,39.55017612726266,213.090589807276,Moderate Seller
Top,Men,Green,S,Medium,65.62551527943612,281.96688135072395,Moderate Seller
