ProductTitle,Category,Gender,Price_USD,Color,Size,UnitsSold,TotalRevenue,PriceCategory,SalesCategory
Flowy Pants 111,Bottom,Women,52.26,Beige,S,278,14528.28,Medium,Moderate Seller
Tailored Pants 881,Bottom,Men,56.77,Gray,XL,128,7266.56,Medium,Moderate Seller
Vintage Blouse 200,Top,Women,52.26,Blue,L,303,15834.78,Medium,Moderate Seller
Relaxed T-Shirt 820,Top,Men,35.15,Gray,XL,290,10193.5,Low,Moderate Seller
Vintage Shorts 881,Accessory,Women,35.15,Gray,XS,237,8320.55,Low,Moderate Seller
Vintage Sweater 522,Top,Men,38.83,Black,M,252,9785.16,Low,Moderate Seller
Classic Shorts 142,Bottom,Women,80.12,Red,S,114,9133.68,Medium,Moderate Seller
Classic Jeans 136,Bottom,Unisex,78.29,Red,XS,136,10647.44,Medium,Moderate Seller
Flowy Jeans 283,Bottom,Women,62.43,Red,L,121,7554.03,Medium,Moderate Seller
Modern Dress 701,Dress,Women,68.94,Green,L,132,9099.0,Medium,Moderate Seller
Urban Shorts 191,Bottom,Men,59.38,Gray,S,253,15022.54,Medium,Moderate Seller
Urban Sweater 263,Top,Men,40.1,Pink,XL,231,9263.1,Low,Moderate Seller
Essential T-Shirt 323,Top,Women,52.26,Blue,S,315,16461.9,Medium,Moderate Seller
Urban T-Shirt 823,Top,Women,33.09,Pink,S,263,8702.67,Low,Moderate Seller
Essential Jeans 911,Bottom,Unisex,85.29,Blue,M,107,9125.03,Medium,Moderate Seller
Urban Pants 331,Bottom,Women,59.38,Red,XL,166,9857.08,Medium,Moderate Seller
Vintage Skirt 424,Bottom,Women,85.29,Blue,S,132,11258.28,Medium,Moderate Seller
Flowy T-Shirt 271,Top,Unisex,38.83,Red,XL,270,10484.1,Low,Moderate Seller
Classic Blouse 611,Top,Women,35.15,White,M,450,15817.5,Low,Hot Seller
Modern Blouse 933,Top,Women,59.38,Red,XS,395,23455.1,Medium,Moderate Seller
Relaxed Skirt 681,Bottom,Men,80.12,White,L,189,15142.68,Medium,Moderate Seller
Classic T-Shirt 151,Top,Unisex,42.42,Red,XL,318,13489.56,Low,Moderate Seller
Flowy Blouse 693,Top,Unisex,52.26,White,S,400,20904.0,Medium,Hot Seller
Urban Shorts 192,Bottom,Men,60.84,Green,L,231,14054.04,Medium,Moderate Seller
Modern Sweater 231,Top,Men,36.43,White,S,337,12277.91,Low,Moderate Seller
Urban Sweater 264,Top,Men,42.42,Gray,M,346,14677.32,Low,Moderate Seller
Vintage Jeans 692,Bottom,Men,85.29,Blue,M,114,9723.06,Medium,Moderate Seller
Essential Shorts 512,Bottom,Men,52.26,White,S,216,11288.16,Medium,Moderate Seller
Essential Sweater 723,Top,Men,52.26,Black,S,254,13274.04,Medium,Moderate Seller
Classic Skirt 142,Bottom,Women,52.26,White,S,438,22889.88,Medium,Hot Seller
Relaxed Jeans 271,Bottom,Unisex,85.29,Beige,M,136,11599.44,Medium,Moderate Seller
Urban T-Shirt 822,Top,Women,35.15,Pink,S,173,6070.95,Low,Moderate Seller
Modern Blouse 934,Top,Women,59.38,Red,XS,302,17932.76,Medium,Moderate Seller
Flowy Blouse 694,Top,Unisex,59.38,White,S,302,17932.76,Medium,Moderate Seller
Classic T-Shirt 153,Top,Unisex,42.42,Red,XL,225,9544.5,Low,Moderate Seller
Relaxed Skirt 683,Bottom,Men,85.29,White,L,134,11428.86,Medium,Moderate Seller
Modern Shorts 182,Bottom,Unisex,62.85,White,S,188,11815.8,Medium,Moderate Seller
Vintage Skirt 425,Bottom,Women,78.29,Red,XL,132,10334.28,Medium,Moderate Seller
Urban Blouse 312,Top,Women,38.83,Pink,L,347,13473.0,Low,Moderate Seller
Essential Sweater 322,Top,Men,42.42,Pink,XS,253,10732.26,Low,Moderate Seller
Flowy Sweater 452,Top,Unisex,38.83,Black,XL,181,7028.23,Low,Moderate Seller
Classic Jeans 890,Bottom,Men,60.84,Beige,M,179,10890.36,Medium,Moderate Seller
Vintage Shorts 710,Bottom,Women,78.29,Green,L,107,8377.03,Medium,Moderate Seller
Classic Jacket 132,Outerwear,Men,117.89,Gray,M,134,15797.26,High,Moderate Seller
Tailored Sweater 892,Top,Women,49.25,Blue,XS,285,14036.25,Low,Moderate Seller
Relaxed Jeans 274,Bottom,Unisex,78.29,Red,M,104,8142.16,Medium,Moderate Seller
Relaxed Sweater 713,Top,Unisex,35.15,Gray,L,369,12969.35,Low,Moderate Seller
Relaxed Shorts 131,Accessory,Unisex,28.6,Red,S,372,10639.2,Low,Moderate Seller
Urban Sweater 265,Top,Men,42.42,Gray,XL,181,7678.02,Low,Moderate Seller
Modern Dress 704,Dress,Unisex,119.55,Blue,M,136,16258.8,High,Moderate Seller
Tailored Dress 901,Dress,Women,85.58,Blue,XL,133,11382.14,Medium,Moderate Seller
Vintage T-Shirt 151,Top,Men,59.38,Gray,S,361,21436.18,Medium,Moderate Seller
Modern Shorts 183,Bottom,Unisex,62.85,White,S,187,11752.95,Medium,Moderate Seller
Vintage Skirt 426,Bottom,Women,78.29,Red,XL,104,8142.16,Medium,Moderate Seller
Urban Blouse 313,Top,Women,38.83,Pink,L,254,9862.22,Low,Moderate Seller
Essential Sweater 323,Top,Men,42.42,Pink,XS,160,6787.2,Low,Moderate Seller
Flowy Sweater 453,Top,Unisex,38.83,Black,XL,264,10251.12,Low,Moderate Seller
Essential Jeans 914,Bottom,Unisex,62.85,Beige,M,136,8547.6,Medium,Moderate Seller
Modern Shorts 483,Bottom,Men,59.38,Gray,M,247,14666.86,Medium,Moderate Seller
Classic Skirt 143,Bottom,Women,52.26,White,S,356,18604.56,Medium,Moderate Seller
Tailored Blouse 892,Top,Women,35.15,Green,S,399,14024.85,Low,Moderate Seller
Essential Jacket 592,Outerwear,Men,119.55,Red,L,104,12433.2,High,Moderate Seller
Vintage Jacket 262,Outerwear,Women,109.91,Red,S,136,14947.76,High,Moderate Seller
Relaxed Jacket 602,Outerwear,Unisex,145.72,Gray,XL,103,15009.16,High,Moderate Seller
Vintage Dress 412,Dress,Women,102.09,Black,S,134,13680.06,High,Moderate Seller
Essential T-Shirt 327,Top,Men,28.6,Pink,XS,348,9952.8,Low,Moderate Seller
Flowy Shorts 822,Bottom,Men,78.29,Green,M,133,10412.57,Medium,Moderate Seller
Classic Sweater 202,Top,Women,36.43,Red,M,322,11730.46,Low,Moderate Seller
Tailored Jacket 302,Outerwear,Men,112.55,Blue,S,86,9679.3,High,Slow Mover
Modern Skirt 732,Accessory,Women,41.49,Green,S,123,5103.27,Low,Moderate Seller
Essential Shorts 513,Bottom,Men,52.26,White,M,299,15625.74,Medium,Moderate Seller
Urban Jeans 593,Bottom,Unisex,80.12,Blue,S,133,10655.96,Medium,Moderate Seller
Relaxed Dress 492,Dress,Women,79.1,Red,XL,103,8147.3,Medium,Moderate Seller
Essential Blouse 732,Top,Women,59.38,Green,M,232,13776.16,Medium,Moderate Seller
Urban Dress 482,Dress,Women,99.85,Blue,S,85,8487.25,Medium,Slow Mover
Relaxed Sweater 714,Top,Unisex,38.83,Beige,S,206,7998.98,Low,Moderate Seller
Relaxed Pants 652,Bottom,Men,85.29,Gray,XL,136,11599.44,Medium,Moderate Seller
Flowy Sweater 252,Top,Unisex,38.83,Black,L,297,11532.51,Low,Moderate Seller
Classic Blouse 402,Top,Women,33.09,Green,XS,313,10357.17,Low,Moderate Seller
Modern Pants 262,Bottom,Men,52.26,White,XS,317,16566.42,Medium,Moderate Seller
Vintage Blouse 204,Top,Women,52.26,Blue,L,128,6689.28,Medium,Moderate Seller
Relaxed Dress 833,Dress,Women,114.28,Blue,M,133,15195.24,High,Moderate Seller
Modern Jeans 572,Bottom,Unisex,85.29,Red,XS,103,8784.87,Medium,Moderate Seller
Classic Jacket 133,Outerwear,Men,99.85,Green,M,134,13379.9,Medium,Moderate Seller
Urban Pants 452,Bottom,Women,60.84,Red,M,179,10890.36,Medium,Moderate Seller
Tailored Dress 832,Dress,Women,99.85,Pink,M,136,13579.6,Medium,Moderate Seller
Tailored Skirt 342,Accessory,Women,31.42,Pink,S,367,11530.54,Low,Moderate Seller
Flowy Jeans 284,Bottom,Women,68.94,Gray,M,133,9169.02,Medium,Moderate Seller
Modern Blouse 935,Top,Women,52.26,White,XL,226,11811.0,Medium,Moderate Seller
Essential Skirt 622,Bottom,Women,59.38,Gray,XL,189,11222.82,Medium,Moderate Seller
Relaxed Blouse 312,Top,Women,59.38,Red,S,160,9500.8,Medium,Moderate Seller
Classic Dress 442,Dress,Women,97.74,Gray,XS,103,10067.22,Medium,Moderate Seller
Essential Sweater 724,Top,Men,52.26,Black,S,271,14162.46,Medium,Moderate Seller
Vintage Jeans 272,Bottom,Men,59.38,Gray,XL,302,17932.76,Medium,Moderate Seller
Vintage Sweater 525,Top,Women,36.43,Red,S,173,6302.39,Low,Moderate Seller
Tailored T-Shirt 272,Top,Women,42.42,Beige,L,358,15186.36,Low,Moderate Seller
Relaxed T-Shirt 422,Top,Men,40.1,Pink,S,179,7177.9,Low,Moderate Seller
Classic Jeans 142,Bottom,Unisex,80.12,Blue,L,103,8252.36,Medium,Moderate Seller
Urban T-Shirt 324,Top,Women,52.26,Red,L,137,7160.0,Medium,Moderate Seller
Urban Dress 172,Dress,Men,107.57,Gray,L,83,8928.31,High,Slow Mover
Essential Jacket 362,Outerwear,Men,145.72,White,M,103,15009.16,High,Moderate Seller
Classic Pants 432,Bottom,Women,62.85,Blue,XS,259,16278.15,Medium,Moderate Seller
Relaxed Shorts 612,Bottom,Men,59.38,Red,L,304,18051.52,Medium,Moderate Seller
Tailored Sweater 512,Top,Women,42.42,Red,L,327,13866.54,Low,Moderate Seller
Modern Jeans 573,Bottom,Women,52.26,Green,XL,161,8413.86,Medium,Moderate Seller
Relaxed Jacket 832,Outerwear,Men,198.27,Red,S,103,20421.81,High,Moderate Seller
Vintage Dress 122,Dress,Women,107.03,Blue,XS,133,14234.99,High,Moderate Seller
Modern Sweater 234,Top,Men,59.38,Beige,XS,299,17754.62,Medium,Moderate Seller
Tailored Shorts 292,Bottom,Men,68.94,Green,XL,103,7100.82,Medium,Moderate Seller
Modern Skirt 842,Accessory,Unisex,41.49,Green,L,268,11119.32,Low,Moderate Seller
Tailored Jeans 722,Bottom,Unisex,60.84,Beige,L,293,17825.52,Medium,Moderate Seller
Relaxed Sweater 715,Top,Unisex,52.26,White,M,178,9292.28,Medium,Moderate Seller
Flowy Pants 112,Bottom,Women,52.26,Beige,S,361,18865.86,Medium,Moderate Seller
Tailored Pants 882,Bottom,Men,59.38,Gray,XL,205,12172.9,Medium,Moderate Seller
Vintage Blouse 205,Top,Women,52.26,Blue,L,109,5696.34,Medium,Moderate Seller
Relaxed T-Shirt 823,Top,Men,35.15,Gray,XL,386,13567.9,Low,Moderate Seller
Vintage Shorts 882,Accessory,Women,35.15,Gray,XS,322,11318.3,Low,Moderate Seller
Vintage Sweater 526,Top,Men,38.83,Black,M,339,13163.37,Low,Moderate Seller
Classic Shorts 144,Bottom,Women,80.12,Red,S,85,6810.2,Medium,Slow Mover
Classic Jeans 135,Bottom,Unisex,78.29,Red,XS,103,8063.87,Medium,Moderate Seller
Flowy Jeans 285,Bottom,Women,62.43,Red,L,89,5556.27,Medium,Slow Mover
Modern Dress 705,Dress,Women,68.94,Green,L,103,7100.82,Medium,Moderate Seller
Urban Shorts 193,Bottom,Men,59.38,Gray,S,160,9500.8,Medium,Moderate Seller
Urban Sweater 266,Top,Men,40.1,Pink,XL,314,12591.4,Low,Moderate Seller
Essential T-Shirt 324,Top,Women,52.26,Blue,S,222,11601.72,Medium,Moderate Seller
Urban T-Shirt 825,Top,Women,33.09,Pink,S,349,11548.41,Low,Moderate Seller
Essential Jeans 912,Bottom,Unisex,85.29,Blue,M,83,7079.07,Medium,Slow Mover
Urban Pants 332,Bottom,Women,59.38,Red,XL,249,14785.62,Medium,Moderate Seller
Vintage Skirt 427,Bottom,Women,85.29,Blue,S,103,8784.87,Medium,Moderate Seller
Flowy T-Shirt 272,Top,Unisex,38.83,Red,XL,177,6872.91,Low,Moderate Seller
Classic Blouse 612,Top,Women,35.15,White,M,357,12548.55,Low,Moderate Seller
Modern Blouse 936,Top,Women,59.38,Red,XS,299,17754.62,Medium,Moderate Seller
Relaxed Skirt 682,Bottom,Men,80.12,White,L,136,10896.32,Medium,Moderate Seller
Classic T-Shirt 154,Top,Unisex,42.42,Red,XL,232,9841.44,Low,Moderate Seller
Flowy Blouse 695,Top,Unisex,52.26,White,S,307,16042.82,Medium,Moderate Seller
Urban Shorts 194,Bottom,Men,60.84,Green,L,138,8395.92,Medium,Moderate Seller
Modern Sweater 233,Top,Men,36.43,White,S,244,8888.92,Low,Moderate Seller
Urban Sweater 267,Top,Men,42.42,Gray,M,253,10732.26,Low,Moderate Seller
Vintage Jeans 693,Bottom,Men,85.29,Blue,M,131,11172.99,Medium,Moderate Seller
Essential Shorts 514,Bottom,Men,52.26,White,S,302,15782.52,Medium,Moderate Seller
Essential Sweater 725,Top,Men,52.26,Black,S,161,8413.86,Medium,Moderate Seller
