ProductTitle,ProductPrice,ProductImageLink,ProductLink
Wide twill trousers,1999,https://image.hm.com/assets/hm/e0/32/e0324f895caae16dfb814ee4ec06aa5b873bf9b8.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1283558005.html https://www2.hm.com/en_in/productpage.1283558005.html
Button-front trousers,1499,https://image.hm.com/assets/hm/50/34/50345cd8ec03f65bd9ae666cad42737ca44986a2.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1133068025.html https://www2.hm.com/en_in/productpage.1133068025.html
Wide tailored trousers,1499,https://image.hm.com/assets/hm/e1/30/e130b1d954f7402a6f9a22c48dbca101627b713e.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1230818002.html https://www2.hm.com/en_in/productpage.1230818002.html
Lace push-up bra,1499,https://image.hm.com/assets/hm/2e/54/2e54ff6ffc50396d050ff10e3526dee21238eed8.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1293882001.html https://www2.hm.com/en_in/productpage.1293882001.html
Printed T-shirt,499,https://image.hm.com/assets/hm/2b/c0/2bc0b06ce127a5b9cd8437d3fd43755c48dfb412.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1259420017.html https://www2.hm.com/en_in/productpage.1259420017.html
Printed T-shirt,699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1274171043.html https://www2.hm.com/en_in/productpage.1274171043.html
Pima cotton T-shirt,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1285169005.html https://www2.hm.com/en_in/productpage.1285169005.html
V-neck blouse,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0939703055.html https://www2.hm.com/en_in/productpage.0939703055.html
Lace skirt,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1300707001.html https://www2.hm.com/en_in/productpage.1300707001.html
Wide tailored trousers,2299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1293761005.html https://www2.hm.com/en_in/productpage.1293761005.html
Wide twill trousers,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1283558003.html https://www2.hm.com/en_in/productpage.1283558003.html
Rib-knit dress,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1294631003.html https://www2.hm.com/en_in/productpage.1294631003.html
Textured jersey waistcoat,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1296490002.html https://www2.hm.com/en_in/productpage.1296490002.html
Lace push-up bra,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1293882002.html https://www2.hm.com/en_in/productpage.1293882002.html
Straight drawstring trousers,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1261667003.html https://www2.hm.com/en_in/productpage.1261667003.html
Off-the-shoulder top,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1292707003.html https://www2.hm.com/en_in/productpage.1292707003.html
Cotton strappy dress,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1285045001.html https://www2.hm.com/en_in/productpage.1285045001.html
Fine-knit button-front top,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1301377004.html https://www2.hm.com/en_in/productpage.1301377004.html
Oxford shirt,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0925212001.html https://www2.hm.com/en_in/productpage.0925212001.html
Fitted T-shirt,499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1260200002.html https://www2.hm.com/en_in/productpage.1260200002.html
Button-front skort,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1295117001.html https://www2.hm.com/en_in/productpage.1295117001.html
Printed drawstring trousers,2999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1291026002.html https://www2.hm.com/en_in/productpage.1291026002.html
Wide High Jeans,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1261750007.html https://www2.hm.com/en_in/productpage.1261750007.html
Printed T-shirt,699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1274171003.html https://www2.hm.com/en_in/productpage.1274171003.html
Wide pull-on trousers,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1216645001.html https://www2.hm.com/en_in/productpage.1216645001.html
Sweatshirt,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1143405001.html https://www2.hm.com/en_in/productpage.1143405001.html
Waisted T-shirt,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1299849002.html https://www2.hm.com/en_in/productpage.1299849002.html
V-neck blouse,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0939703044.html https://www2.hm.com/en_in/productpage.0939703044.html
Fine-knit top,999,https://image.hm.com/assets/hm/aa/1e/aa1e3f5424761cc1a6eadbe54856637d16cec194.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1260797017.html https://www2.hm.com/en_in/productpage.1260797017.html
Pocket-detail sports leggings with DryMove™,1499,https://image.hm.com/assets/hm/69/44/6944f16f6be8147303e2a1ef29125504d20bf9bb.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1230873018.html https://www2.hm.com/en_in/productpage.1230873018.html
Denim drawstring trousers,1899,https://image.hm.com/assets/hm/e6/e9/e6e9683c8f46fb5640a56c3d6bf3c73ce1f7fbdc.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1267589001.html https://www2.hm.com/en_in/productpage.1267589001.html
Lace-trimmed top,699,https://image.hm.com/assets/hm/ca/cd/cacdfdb96a5ba4d57e9056e4aba2c9617d940693.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1296486004.html https://www2.hm.com/en_in/productpage.1296486004.html
Foldover-waist cotton trousers,999,https://image.hm.com/assets/hm/b1/d9/b1d975d7e945f385ef861e03ced80be0ad240a16.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1299682003.html https://www2.hm.com/en_in/productpage.1299682003.html
Ribbed vest top,699,https://image.hm.com/assets/hm/3b/30/3b304859b88f45517636880a8a46ae57af1278ef.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1292587005.html https://www2.hm.com/en_in/productpage.1292587005.html
Linen-blend trousers,1999,https://image.hm.com/assets/hm/d6/00/d600e5324cf2b3c1db63b70c541f9d7f0173b6b6.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1259101007.html https://www2.hm.com/en_in/productpage.1259101007.html
Collarless denim jacket,2799,"https://www2.hm.com/en_in/women/shop-by-product/view-all.html?page=10 data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1297060003.html https://www2.hm.com/en_in/productpage.1297060003.html
Gathered-sleeve blazer,3299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1287882007.html https://www2.hm.com/en_in/productpage.1287882007.html
Cap-sleeved satin blouse,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1295553002.html https://www2.hm.com/en_in/productpage.1295553002.html
Sweatpants,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1281439010.html https://www2.hm.com/en_in/productpage.1281439010.html
Pull-on trousers,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1292066001.html https://www2.hm.com/en_in/productpage.1292066001.html
Midi skirt,2299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1184662028.html https://www2.hm.com/en_in/productpage.1184662028.html
Peplum blouse,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1299079002.html https://www2.hm.com/en_in/productpage.1299079002.html
Microfibre T-shirt,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1292501004.html https://www2.hm.com/en_in/productpage.1292501004.html
Long-sleeved jersey top,699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1089811037.html https://www2.hm.com/en_in/productpage.1089811037.html
Boxy-style sports vest top with DryMove™,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1256611001.html https://www2.hm.com/en_in/productpage.1256611001.html
3-pack cotton boxer briefs,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1245860014.html https://www2.hm.com/en_in/productpage.1245860014.html
Sweatshirt,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1284990007.html https://www2.hm.com/en_in/productpage.1284990007.html
Printed T-shirt,699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1274171057.html https://www2.hm.com/en_in/productpage.1274171057.html
Fine-knit jumper,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1169364023.html https://www2.hm.com/en_in/productpage.1169364023.html
Shimmering hole-knit top,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1296631001.html https://www2.hm.com/en_in/productpage.1296631001.html
Fitted vest top,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1283557001.html https://www2.hm.com/en_in/productpage.1283557001.html
Cropped vest top,699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1049251010.html https://www2.hm.com/en_in/productpage.1049251010.html
High Support Sports bra with ShapeMove™,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1252578002.html https://www2.hm.com/en_in/productpage.1252578002.html
Draped cap-sleeved top,699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1300538002.html https://www2.hm.com/en_in/productpage.1300538002.html
Smocked strappy dress,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1283256005.html https://www2.hm.com/en_in/productpage.1283256005.html
Button-front skort,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1295117003.html https://www2.hm.com/en_in/productpage.1295117003.html
Seamless padded bralette,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1270374001.html https://www2.hm.com/en_in/productpage.1270374001.html
Short printed T-shirt,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1281197004.html https://www2.hm.com/en_in/productpage.1281197004.html
Wide High Jeans,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0871889073.html https://www2.hm.com/en_in/productpage.0871889073.html
Wrap skort,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1295770001.html https://www2.hm.com/en_in/productpage.1295770001.html
Denim pull-on shorts,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1290168001.html https://www2.hm.com/en_in/productpage.1290168001.html
Cap-sleeved top,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1301402001.html https://www2.hm.com/en_in/productpage.1301402001.html
Wide High Jeans,1999,https://image.hm.com/assets/hm/0d/18/0d1842f39f7dacaf22121d51d025ab53cbe90929.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0871889073.html https://www2.hm.com/en_in/productpage.0871889073.html
Wide drawstring trousers,999,https://image.hm.com/assets/hm/58/9a/589a0bfb80ec54ac2948dd5aeec787ae819f4e1a.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1289609004.html https://www2.hm.com/en_in/productpage.1289609004.html
Tie-belt shirt dress,1999,https://image.hm.com/assets/hm/2f/db/2fdb7423e8eb45b6bbd410660494d37aff2453be.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1217576028.html https://www2.hm.com/en_in/productpage.1217576028.html
Cotton drawstring trousers,1499,https://image.hm.com/assets/hm/81/f4/81f4e1a6821f377966f50e4646513ca0e99e50db.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1273520009.html https://www2.hm.com/en_in/productpage.1273520009.html
Fitted T-shirt,799,https://image.hm.com/assets/hm/9c/33/9c33e01454ab4d6a15638e406f0017ffe555703e.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1142908008.html https://www2.hm.com/en_in/productpage.1142908008.html
Loose-fit T-shirt,699,https://image.hm.com/assets/hm/64/cc/64cceff329149f2a6257b1e9c853cb2cffa4e8b0.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1292500002.html https://www2.hm.com/en_in/productpage.1292500002.html
Wrap skort,1499,https://image.hm.com/assets/hm/fa/fe/fafee8f123bda4fbe963a13986fd9ab20dd1a15d.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1288135002.html https://www2.hm.com/en_in/productpage.1288135002.html
Fitted T-shirt,799,https://image.hm.com/assets/hm/69/32/69320b14b0a02aad0aeddc7b670826b1ee9922dc.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1142908001.html https://www2.hm.com/en_in/productpage.1142908001.html
Wide Ultra High Jeans,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1240059022.html https://www2.hm.com/en_in/productpage.1240059022.html
Linen-blend shirt,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1256936001.html https://www2.hm.com/en_in/productpage.1256936001.html
Tie-detail top,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1299848004.html https://www2.hm.com/en_in/productpage.1299848004.html
Fine-knit cardigan,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0579541072.html https://www2.hm.com/en_in/productpage.0579541072.html
Cigarette trousers,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0751471001.html https://www2.hm.com/en_in/productpage.0751471001.html
Ribbed T-shirt,699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1260556013.html https://www2.hm.com/en_in/productpage.1260556013.html
Linen shirt,2199,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1219107007.html https://www2.hm.com/en_in/productpage.1219107007.html
V-neck blouse,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0939703117.html https://www2.hm.com/en_in/productpage.0939703117.html
Seamless padded bralette,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1270374003.html https://www2.hm.com/en_in/productpage.1270374003.html
Strappy top,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1293199001.html https://www2.hm.com/en_in/productpage.1293199001.html
Cotton T-shirt,699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0963662157.html https://www2.hm.com/en_in/productpage.0963662157.html
Wide tailored trousers,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1292768002.html https://www2.hm.com/en_in/productpage.1292768002.html
High-waisted joggers,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0975845001.html https://www2.hm.com/en_in/productpage.0975845001.html
Boat-neck cotton top,699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1303332001.html https://www2.hm.com/en_in/productpage.1303332001.html
Pleated chiffon skirt,2299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1261373001.html https://www2.hm.com/en_in/productpage.1261373001.html
Straight crease-leg trousers,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1293556002.html https://www2.hm.com/en_in/productpage.1293556002.html
Textured peplum top,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1285413001.html https://www2.hm.com/en_in/productpage.1285413001.html
Oversized sweatshirt,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1243667018.html https://www2.hm.com/en_in/productpage.1243667018.html
Oversized blouse,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1295101001.html https://www2.hm.com/en_in/productpage.1295101001.html
Short blouse,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1285133001.html https://www2.hm.com/en_in/productpage.1285133001.html
Pintucked cotton blouse,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1303788002.html https://www2.hm.com/en_in/productpage.1303788002.html
Cropped cotton shirt,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1294431002.html https://www2.hm.com/en_in/productpage.1294431002.html
Gathered strappy top,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1294272002.html https://www2.hm.com/en_in/productpage.1294272002.html
Boat-neck top,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1303364001.html https://www2.hm.com/en_in/productpage.1303364001.html
2-pack microfibre non-wired bras,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1182043002.html https://www2.hm.com/en_in/productpage.1182043002.html
Cotton T-shirt,699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0963662145.html https://www2.hm.com/en_in/productpage.0963662145.html
High-waisted tailored trousers,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1091186025.html https://www2.hm.com/en_in/productpage.1091186025.html
Cotton muslin romper suit,1499,https://image.hm.com/assets/hm/cb/0b/cb0b2dff9718b165e45b83c7713a0a05346a9b9f.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1277645002.html https://www2.hm.com/en_in/productpage.1277645002.html
2-piece dressy set,1499,https://image.hm.com/assets/hm/52/71/5271451836c9911950b9159ac4ec2454b9387dc3.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0866528007.html https://www2.hm.com/en_in/productpage.0866528007.html
4-piece cotton jersey gift set,1999,https://image.hm.com/assets/hm/fe/fa/fefaaebb9bb5a3c3874e1628e7b4471bdc41e5b1.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1266252002.html https://www2.hm.com/en_in/productpage.1266252002.html
2-pack cotton beanies,599,https://image.hm.com/assets/hm/66/64/666451fc6400391a41b0a7b5d851c21d439374d4.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0930385004.html https://www2.hm.com/en_in/productpage.0930385004.html
6-piece bodysuit and trousers set,2299,https://image.hm.com/assets/hm/42/f4/42f4c83ce439dacd1f7139ef729670df582b0fe0.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1022957027.html https://www2.hm.com/en_in/productpage.1022957027.html
5-pack foldover-waist trousers,1499,https://image.hm.com/assets/hm/fa/73/fa73fb56772009b5402cc64d0be8398c9b615fab.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0814307038.html https://www2.hm.com/en_in/productpage.0814307038.html
5-pack foldover-waist trousers,1499,https://image.hm.com/assets/hm/7d/60/7d605b59ec6eaac6dc6a86801d651cd6fbd0a261.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0814307043.html https://www2.hm.com/en_in/productpage.0814307043.html
3-pack foldover-waist leggings,1299,https://image.hm.com/assets/hm/c1/2c/c12cb0ef6cde11f8b76c47f86b7b4ee989c0eb90.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0701701077.html https://www2.hm.com/en_in/productpage.0701701077.html
3-pack wrapover bodysuits,1299,https://image.hm.com/assets/hm/87/d9/87d94d9eede72a5b856ae09a57a04bd9d959f0dd.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1178919025.html https://www2.hm.com/en_in/productpage.1178919025.html
2-pack cotton beanies,599,https://image.hm.com/assets/hm/22/53/2253880ffa91e49dd58fbbdbdec447f2e12ad550.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0930385018.html https://www2.hm.com/en_in/productpage.0930385018.html
3-piece room-to-grow set,1499,https://image.hm.com/assets/hm/5b/a5/5ba556ae362e5769df3a5061f17502597ef3f42e.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0981900002.html https://www2.hm.com/en_in/productpage.0981900002.html
3-pack wrapover bodysuits,1299,https://image.hm.com/assets/hm/be/0f/be0ffe1fad56f9e20d2975e2ebe1769b6c91374c.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0694298108.html https://www2.hm.com/en_in/productpage.0694298108.html
2-piece cotton set,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1167835022.html https://www2.hm.com/en_in/productpage.1167835022.html
3-pack foldover-waist leggings,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0701701073.html https://www2.hm.com/en_in/productpage.0701701073.html
5-pack cotton bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0827318019.html https://www2.hm.com/en_in/productpage.0827318019.html
